[03:40:34.090] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:40:34.093] 553 iterations per epoch. 82950 max iterations 
[03:43:12.698] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:43:12.701] 553 iterations per epoch. 82950 max iterations 
[03:46:12.009] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/Synapse', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:46:12.012] 553 iterations per epoch. 82950 max iterations 
[03:46:51.095] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/Synapse/train_npz', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:46:51.098] 553 iterations per epoch. 82950 max iterations 
[03:51:27.950] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/Synapse/train_npz', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=1, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:51:27.967] 2211 iterations per epoch. 331650 max iterations 
[03:51:30.479] time(h): (0.000697/231.307835), epoch: (0/150), iteration: 1, loss: 1.625326, loss_ce: 2.273428, loss_dice: 0.977223, lr: 0.010000
[21:39:05.735] time(h): (0.065176/9.959098), epoch: (0/150), iteration: 321, loss: 0.459004, loss_ce: 0.028768, loss_dice: 0.889240, lr: 0.009941
[21:39:06.452] time(h): (0.064107/9.765441), epoch: (0/150), iteration: 322, loss: 0.488150, loss_ce: 0.191458, loss_dice: 0.784842, lr: 0.009941
[21:39:07.165] time(h): (0.063920/9.706683), epoch: (0/150), iteration: 323, loss: 0.524840, loss_ce: 0.256363, loss_dice: 0.793317, lr: 0.009941
[21:39:07.883] time(h): (0.064558/9.773351), epoch: (0/150), iteration: 324, loss: 0.561479, loss_ce: 0.342151, loss_dice: 0.780807, lr: 0.009941
[21:39:08.596] time(h): (0.064294/9.703471), epoch: (0/150), iteration: 325, loss: 0.538400, loss_ce: 0.280089, loss_dice: 0.796710, lr: 0.009941
[21:39:09.313] time(h): (0.064901/9.765068), epoch: (0/150), iteration: 326, loss: 0.473459, loss_ce: 0.169098, loss_dice: 0.777820, lr: 0.009940
[21:39:09.774] time(h): (0.041828/6.274254), epoch: (0/150), iteration: 327, loss: 0.586287, loss_ce: 0.366577, loss_dice: 0.805998, lr: 0.009940
[21:39:10.708] time(h): (0.085067/12.721095), epoch: (1/150), iteration: 328, loss: 0.467699, loss_ce: 0.051433, loss_dice: 0.883965, lr: 0.009940
[21:39:11.422] time(h): (0.065208/9.721707), epoch: (1/150), iteration: 329, loss: 0.450413, loss_ce: 0.118807, loss_dice: 0.782019, lr: 0.009940
[21:39:12.135] time(h): (0.065329/9.710351), epoch: (1/150), iteration: 330, loss: 0.494162, loss_ce: 0.235707, loss_dice: 0.752617, lr: 0.009940
[21:39:12.850] time(h): (0.065685/9.733639), epoch: (1/150), iteration: 331, loss: 0.470279, loss_ce: 0.170960, loss_dice: 0.769598, lr: 0.009939
[21:39:13.569] time(h): (0.066242/9.786641), epoch: (1/150), iteration: 332, loss: 0.493395, loss_ce: 0.225424, loss_dice: 0.761366, lr: 0.009939
[21:39:14.282] time(h): (0.065965/9.716451), epoch: (1/150), iteration: 333, loss: 0.470676, loss_ce: 0.196664, loss_dice: 0.744687, lr: 0.009939
[21:39:14.994] time(h): (0.066048/9.699624), epoch: (1/150), iteration: 334, loss: 0.512508, loss_ce: 0.265853, loss_dice: 0.759163, lr: 0.009939
[21:39:15.718] time(h): (0.067315/9.856145), epoch: (1/150), iteration: 335, loss: 0.477171, loss_ce: 0.123038, loss_dice: 0.831304, lr: 0.009939
[21:39:16.434] time(h): (0.066763/9.746285), epoch: (1/150), iteration: 336, loss: 0.461665, loss_ce: 0.110339, loss_dice: 0.812992, lr: 0.009939
[21:39:17.148] time(h): (0.066771/9.718417), epoch: (1/150), iteration: 337, loss: 0.487224, loss_ce: 0.198604, loss_dice: 0.775845, lr: 0.009938
[21:39:17.871] time(h): (0.067878/9.850327), epoch: (1/150), iteration: 338, loss: 0.505281, loss_ce: 0.202136, loss_dice: 0.808426, lr: 0.009938
[21:39:18.601] time(h): (0.068668/9.935631), epoch: (1/150), iteration: 339, loss: 0.461496, loss_ce: 0.056020, loss_dice: 0.866972, lr: 0.009938
[21:39:19.353] time(h): (0.070954/10.236214), epoch: (1/150), iteration: 340, loss: 0.452755, loss_ce: 0.043109, loss_dice: 0.862401, lr: 0.009938
[21:39:20.088] time(h): (0.069619/10.014120), epoch: (1/150), iteration: 341, loss: 0.483877, loss_ce: 0.189482, loss_dice: 0.778271, lr: 0.009938
[21:39:20.808] time(h): (0.068352/9.803195), epoch: (1/150), iteration: 342, loss: 0.456460, loss_ce: 0.065926, loss_dice: 0.846994, lr: 0.009937
[21:39:21.522] time(h): (0.067985/9.722133), epoch: (1/150), iteration: 343, loss: 0.460874, loss_ce: 0.036450, loss_dice: 0.885298, lr: 0.009937
[21:39:22.245] time(h): (0.069062/9.847364), epoch: (1/150), iteration: 344, loss: 0.440420, loss_ce: 0.109519, loss_dice: 0.771321, lr: 0.009937
[21:39:22.966] time(h): (0.069081/9.821471), epoch: (1/150), iteration: 345, loss: 0.472877, loss_ce: 0.135589, loss_dice: 0.810165, lr: 0.009937
[21:39:23.693] time(h): (0.069792/9.893992), epoch: (1/150), iteration: 346, loss: 0.433724, loss_ce: 0.051885, loss_dice: 0.815564, lr: 0.009937
[21:39:24.418] time(h): (0.069789/9.865010), epoch: (1/150), iteration: 347, loss: 0.452406, loss_ce: 0.023466, loss_dice: 0.881345, lr: 0.009936
[21:39:25.136] time(h): (0.069364/9.776788), epoch: (1/150), iteration: 348, loss: 0.471226, loss_ce: 0.152641, loss_dice: 0.789811, lr: 0.009936
[21:39:25.850] time(h): (0.069198/9.725469), epoch: (1/150), iteration: 349, loss: 0.490020, loss_ce: 0.182772, loss_dice: 0.797268, lr: 0.009936
[21:39:26.564] time(h): (0.069399/9.725794), epoch: (1/150), iteration: 350, loss: 0.452627, loss_ce: 0.115562, loss_dice: 0.789691, lr: 0.009936
[21:39:27.275] time(h): (0.069302/9.684561), epoch: (1/150), iteration: 351, loss: 0.541109, loss_ce: 0.307891, loss_dice: 0.774328, lr: 0.009936
[21:39:27.991] time(h): (0.069989/9.752724), epoch: (1/150), iteration: 352, loss: 0.482544, loss_ce: 0.197084, loss_dice: 0.768003, lr: 0.009936
[21:39:28.711] time(h): (0.070532/9.800518), epoch: (1/150), iteration: 353, loss: 0.471283, loss_ce: 0.052770, loss_dice: 0.889796, lr: 0.009935
[21:39:29.433] time(h): (0.070950/9.830813), epoch: (1/150), iteration: 354, loss: 0.452363, loss_ce: 0.140307, loss_dice: 0.764420, lr: 0.009935
[21:39:30.147] time(h): (0.070343/9.719248), epoch: (1/150), iteration: 355, loss: 0.491821, loss_ce: 0.134701, loss_dice: 0.848941, lr: 0.009935
[21:39:30.868] time(h): (0.071285/9.821682), epoch: (1/150), iteration: 356, loss: 0.475706, loss_ce: 0.067902, loss_dice: 0.883510, lr: 0.009935
[21:39:31.586] time(h): (0.071213/9.784263), epoch: (1/150), iteration: 357, loss: 0.465009, loss_ce: 0.047208, loss_dice: 0.882810, lr: 0.009935
[21:39:32.301] time(h): (0.070991/9.726561), epoch: (1/150), iteration: 358, loss: 0.439903, loss_ce: 0.149374, loss_dice: 0.730432, lr: 0.009934
[21:39:33.013] time(h): (0.071054/9.708022), epoch: (1/150), iteration: 359, loss: 0.509840, loss_ce: 0.279380, loss_dice: 0.740300, lr: 0.009934
[21:39:33.734] time(h): (0.072019/9.812554), epoch: (1/150), iteration: 360, loss: 0.475304, loss_ce: 0.154143, loss_dice: 0.796466, lr: 0.009934
[21:39:34.480] time(h): (0.074796/10.162750), epoch: (1/150), iteration: 361, loss: 0.517442, loss_ce: 0.282040, loss_dice: 0.752843, lr: 0.009934
[21:39:35.210] time(h): (0.073328/9.935780), epoch: (1/150), iteration: 362, loss: 0.507682, loss_ce: 0.150786, loss_dice: 0.864578, lr: 0.009934
[21:39:35.938] time(h): (0.073384/9.915968), epoch: (1/150), iteration: 363, loss: 0.493229, loss_ce: 0.229646, loss_dice: 0.756812, lr: 0.009934
[21:39:36.661] time(h): (0.073080/9.847803), epoch: (1/150), iteration: 364, loss: 0.441683, loss_ce: 0.111261, loss_dice: 0.772105, lr: 0.009933
[21:39:37.419] time(h): (0.076725/10.310568), epoch: (1/150), iteration: 365, loss: 0.465139, loss_ce: 0.045443, loss_dice: 0.884835, lr: 0.009933
[21:39:38.169] time(h): (0.076276/10.222278), epoch: (1/150), iteration: 366, loss: 0.445382, loss_ce: 0.077144, loss_dice: 0.813620, lr: 0.009933
[21:39:38.882] time(h): (0.072621/9.705956), epoch: (1/150), iteration: 367, loss: 0.457075, loss_ce: 0.024972, loss_dice: 0.889178, lr: 0.009933
[21:39:39.617] time(h): (0.075090/10.008582), epoch: (1/150), iteration: 368, loss: 0.506123, loss_ce: 0.246518, loss_dice: 0.765728, lr: 0.009933
[21:39:40.342] time(h): (0.074252/9.870032), epoch: (1/150), iteration: 369, loss: 0.470808, loss_ce: 0.095610, loss_dice: 0.846006, lr: 0.009932
[21:39:41.056] time(h): (0.073354/9.724319), epoch: (1/150), iteration: 370, loss: 0.502765, loss_ce: 0.265758, loss_dice: 0.739772, lr: 0.009932
[21:39:41.768] time(h): (0.073324/9.694216), epoch: (1/150), iteration: 371, loss: 0.416079, loss_ce: 0.042980, loss_dice: 0.789179, lr: 0.009932
[21:39:42.489] time(h): (0.074420/9.812615), epoch: (1/150), iteration: 372, loss: 0.408379, loss_ce: 0.076883, loss_dice: 0.739875, lr: 0.009932
[21:39:43.203] time(h): (0.073947/9.724108), epoch: (1/150), iteration: 373, loss: 0.466981, loss_ce: 0.048647, loss_dice: 0.885315, lr: 0.009932
[21:39:43.920] time(h): (0.074458/9.765152), epoch: (1/150), iteration: 374, loss: 0.446884, loss_ce: 0.017821, loss_dice: 0.875947, lr: 0.009932
[21:39:44.631] time(h): (0.073990/9.677860), epoch: (1/150), iteration: 375, loss: 0.485453, loss_ce: 0.195906, loss_dice: 0.775000, lr: 0.009931
[21:39:45.351] time(h): (0.075154/9.804049), epoch: (1/150), iteration: 376, loss: 0.461156, loss_ce: 0.166239, loss_dice: 0.756074, lr: 0.009931
[21:39:46.066] time(h): (0.074807/9.732850), epoch: (1/150), iteration: 377, loss: 0.448756, loss_ce: 0.047675, loss_dice: 0.849838, lr: 0.009931
[21:39:46.784] time(h): (0.075283/9.768920), epoch: (1/150), iteration: 378, loss: 0.429272, loss_ce: 0.097932, loss_dice: 0.760612, lr: 0.009931
[21:39:47.494] time(h): (0.074792/9.679611), epoch: (1/150), iteration: 379, loss: 0.439104, loss_ce: 0.094003, loss_dice: 0.784206, lr: 0.009931
[21:39:48.222] time(h): (0.076794/9.912489), epoch: (1/150), iteration: 380, loss: 0.489814, loss_ce: 0.184234, loss_dice: 0.795395, lr: 0.009930
[21:39:48.962] time(h): (0.078258/10.074990), epoch: (1/150), iteration: 381, loss: 0.437424, loss_ce: 0.106806, loss_dice: 0.768041, lr: 0.009930
[21:39:49.678] time(h): (0.075885/9.743911), epoch: (1/150), iteration: 382, loss: 0.417441, loss_ce: 0.109918, loss_dice: 0.724964, lr: 0.009930
[21:39:50.394] time(h): (0.076141/9.751265), epoch: (1/150), iteration: 383, loss: 0.419262, loss_ce: 0.036447, loss_dice: 0.802078, lr: 0.009930
[21:39:51.123] time(h): (0.077659/9.919762), epoch: (1/150), iteration: 384, loss: 0.498639, loss_ce: 0.243273, loss_dice: 0.754005, lr: 0.009930
[21:39:51.834] time(h): (0.075984/9.680504), epoch: (1/150), iteration: 385, loss: 0.488143, loss_ce: 0.173116, loss_dice: 0.803171, lr: 0.009930
[21:39:52.553] time(h): (0.077102/9.797608), epoch: (1/150), iteration: 386, loss: 0.431224, loss_ce: 0.114064, loss_dice: 0.748384, lr: 0.009929
[21:39:53.267] time(h): (0.076721/9.723946), epoch: (1/150), iteration: 387, loss: 0.453338, loss_ce: 0.156599, loss_dice: 0.750078, lr: 0.009929
[21:39:53.993] time(h): (0.078138/9.878000), epoch: (1/150), iteration: 388, loss: 0.450202, loss_ce: 0.140688, loss_dice: 0.759715, lr: 0.009929
[21:39:54.706] time(h): (0.076962/9.704380), epoch: (1/150), iteration: 389, loss: 0.478860, loss_ce: 0.206816, loss_dice: 0.750904, lr: 0.009929
[21:39:55.421] time(h): (0.077440/9.739606), epoch: (1/150), iteration: 390, loss: 0.462418, loss_ce: 0.035440, loss_dice: 0.889397, lr: 0.009929
[21:39:56.135] time(h): (0.077399/9.709558), epoch: (1/150), iteration: 391, loss: 0.508788, loss_ce: 0.273852, loss_dice: 0.743724, lr: 0.009928
[21:39:56.868] time(h): (0.079841/9.990273), epoch: (1/150), iteration: 392, loss: 0.459355, loss_ce: 0.065177, loss_dice: 0.853534, lr: 0.009928
[21:39:57.580] time(h): (0.077664/9.693215), epoch: (1/150), iteration: 393, loss: 0.431445, loss_ce: 0.107470, loss_dice: 0.755421, lr: 0.009928
[21:39:58.303] time(h): (0.079008/9.835959), epoch: (1/150), iteration: 394, loss: 0.506935, loss_ce: 0.190882, loss_dice: 0.822987, lr: 0.009928
[21:39:59.017] time(h): (0.078330/9.726824), epoch: (1/150), iteration: 395, loss: 0.437082, loss_ce: 0.148916, loss_dice: 0.725249, lr: 0.009928
[21:39:59.740] time(h): (0.079443/9.840159), epoch: (1/150), iteration: 396, loss: 0.449271, loss_ce: 0.009594, loss_dice: 0.888948, lr: 0.009927
[21:40:00.454] time(h): (0.078682/9.721298), epoch: (1/150), iteration: 397, loss: 0.481454, loss_ce: 0.184559, loss_dice: 0.778350, lr: 0.009927
[21:40:01.172] time(h): (0.079285/9.771165), epoch: (1/150), iteration: 398, loss: 0.546027, loss_ce: 0.327732, loss_dice: 0.764321, lr: 0.009927
[21:40:01.886] time(h): (0.079076/9.721058), epoch: (1/150), iteration: 399, loss: 0.453530, loss_ce: 0.144146, loss_dice: 0.762914, lr: 0.009927
[21:40:02.599] time(h): (0.079198/9.711725), epoch: (1/150), iteration: 400, loss: 0.454115, loss_ce: 0.019166, loss_dice: 0.889065, lr: 0.009927
[21:40:03.332] time(h): (0.081560/9.976373), epoch: (1/150), iteration: 401, loss: 0.471787, loss_ce: 0.113517, loss_dice: 0.830057, lr: 0.009927
[21:40:04.052] time(h): (0.080356/9.804650), epoch: (1/150), iteration: 402, loss: 0.418124, loss_ce: 0.056610, loss_dice: 0.779637, lr: 0.009926
[21:40:04.769] time(h): (0.080188/9.759903), epoch: (1/150), iteration: 403, loss: 0.539090, loss_ce: 0.316601, loss_dice: 0.761580, lr: 0.009926
[21:40:05.485] time(h): (0.080361/9.756914), epoch: (1/150), iteration: 404, loss: 0.486309, loss_ce: 0.135458, loss_dice: 0.837159, lr: 0.009926
[21:40:06.197] time(h): (0.079980/9.686501), epoch: (1/150), iteration: 405, loss: 0.445076, loss_ce: 0.168776, loss_dice: 0.721376, lr: 0.009926
[21:40:06.916] time(h): (0.080995/9.785215), epoch: (1/150), iteration: 406, loss: 0.455844, loss_ce: 0.051566, loss_dice: 0.860121, lr: 0.009926
[21:40:07.630] time(h): (0.080762/9.733103), epoch: (1/150), iteration: 407, loss: 0.475986, loss_ce: 0.066301, loss_dice: 0.885671, lr: 0.009925
[21:40:08.345] time(h): (0.080951/9.732041), epoch: (1/150), iteration: 408, loss: 0.514428, loss_ce: 0.268091, loss_dice: 0.760764, lr: 0.009925
[21:40:09.056] time(h): (0.080689/9.676729), epoch: (1/150), iteration: 409, loss: 0.414998, loss_ce: 0.080738, loss_dice: 0.749258, lr: 0.009925
[21:40:09.793] time(h): (0.083876/10.034436), epoch: (1/150), iteration: 410, loss: 0.424509, loss_ce: 0.060376, loss_dice: 0.788642, lr: 0.009925
[21:40:10.533] time(h): (0.084452/10.078735), epoch: (1/150), iteration: 411, loss: 0.549375, loss_ce: 0.318675, loss_dice: 0.780074, lr: 0.009925
[21:40:11.251] time(h): (0.082037/9.766754), epoch: (1/150), iteration: 412, loss: 0.449099, loss_ce: 0.009272, loss_dice: 0.888926, lr: 0.009925
[21:40:11.966] time(h): (0.082031/9.742384), epoch: (1/150), iteration: 413, loss: 0.469980, loss_ce: 0.174543, loss_dice: 0.765417, lr: 0.009924
[21:40:12.684] time(h): (0.082475/9.771545), epoch: (1/150), iteration: 414, loss: 0.445120, loss_ce: 0.142297, loss_dice: 0.747943, lr: 0.009924
[21:40:13.397] time(h): (0.082113/9.705218), epoch: (1/150), iteration: 415, loss: 0.454893, loss_ce: 0.082578, loss_dice: 0.827208, lr: 0.009924
[21:40:14.109] time(h): (0.082228/9.695366), epoch: (1/150), iteration: 416, loss: 0.460721, loss_ce: 0.101620, loss_dice: 0.819822, lr: 0.009924
[21:40:14.820] time(h): (0.082307/9.681466), epoch: (1/150), iteration: 417, loss: 0.452094, loss_ce: 0.015155, loss_dice: 0.889033, lr: 0.009924
[21:40:15.535] time(h): (0.082937/9.732226), epoch: (1/150), iteration: 418, loss: 0.453720, loss_ce: 0.018335, loss_dice: 0.889106, lr: 0.009923
[21:40:16.267] time(h): (0.085155/9.968590), epoch: (1/150), iteration: 419, loss: 0.450033, loss_ce: 0.158991, loss_dice: 0.741075, lr: 0.009923
[21:40:16.979] time(h): (0.083050/9.699079), epoch: (1/150), iteration: 420, loss: 0.466256, loss_ce: 0.071657, loss_dice: 0.860855, lr: 0.009923
[21:40:17.713] time(h): (0.085713/9.986242), epoch: (1/150), iteration: 421, loss: 0.463624, loss_ce: 0.074640, loss_dice: 0.852607, lr: 0.009923
[21:40:18.427] time(h): (0.083676/9.725904), epoch: (1/150), iteration: 422, loss: 0.433591, loss_ce: 0.120020, loss_dice: 0.747162, lr: 0.009923
[21:40:19.141] time(h): (0.083839/9.721785), epoch: (1/150), iteration: 423, loss: 0.422089, loss_ce: 0.086792, loss_dice: 0.757386, lr: 0.009923
[21:40:19.858] time(h): (0.084404/9.764220), epoch: (1/150), iteration: 424, loss: 0.480132, loss_ce: 0.228125, loss_dice: 0.732139, lr: 0.009922
[21:40:20.578] time(h): (0.084935/9.802474), epoch: (1/150), iteration: 425, loss: 0.450076, loss_ce: 0.011206, loss_dice: 0.888946, lr: 0.009922
[21:40:21.301] time(h): (0.085426/9.836076), epoch: (1/150), iteration: 426, loss: 0.412376, loss_ce: 0.081055, loss_dice: 0.743696, lr: 0.009922
[21:40:22.015] time(h): (0.084648/9.723673), epoch: (1/150), iteration: 427, loss: 0.458822, loss_ce: 0.050118, loss_dice: 0.867525, lr: 0.009922
[21:40:22.729] time(h): (0.084864/9.725703), epoch: (1/150), iteration: 428, loss: 0.417088, loss_ce: 0.086412, loss_dice: 0.747764, lr: 0.009922
[21:40:23.453] time(h): (0.086187/9.854222), epoch: (1/150), iteration: 429, loss: 0.463006, loss_ce: 0.104664, loss_dice: 0.821349, lr: 0.009921
[21:40:24.174] time(h): (0.086146/9.826688), epoch: (1/150), iteration: 430, loss: 0.451802, loss_ce: 0.014570, loss_dice: 0.889034, lr: 0.009921
[21:40:24.888] time(h): (0.085348/9.713060), epoch: (1/150), iteration: 431, loss: 0.487750, loss_ce: 0.237318, loss_dice: 0.738182, lr: 0.009921
[21:40:25.604] time(h): (0.085819/9.744005), epoch: (1/150), iteration: 432, loss: 0.456339, loss_ce: 0.043877, loss_dice: 0.868800, lr: 0.009921
[21:40:26.321] time(h): (0.086241/9.769382), epoch: (1/150), iteration: 433, loss: 0.447998, loss_ce: 0.007093, loss_dice: 0.888902, lr: 0.009921
[21:40:27.035] time(h): (0.086033/9.723280), epoch: (1/150), iteration: 434, loss: 0.465383, loss_ce: 0.193596, loss_dice: 0.737171, lr: 0.009921
[21:40:27.750] time(h): (0.086340/9.735604), epoch: (1/150), iteration: 435, loss: 0.483470, loss_ce: 0.203016, loss_dice: 0.763925, lr: 0.009920
[21:40:28.466] time(h): (0.086606/9.743176), epoch: (1/150), iteration: 436, loss: 0.475473, loss_ce: 0.171774, loss_dice: 0.779172, lr: 0.009920
[21:40:29.185] time(h): (0.087159/9.782973), epoch: (1/150), iteration: 437, loss: 0.486557, loss_ce: 0.191230, loss_dice: 0.781885, lr: 0.009920
[21:40:29.896] time(h): (0.086559/9.693433), epoch: (1/150), iteration: 438, loss: 0.458610, loss_ce: 0.047093, loss_dice: 0.870127, lr: 0.009920
[21:40:30.609] time(h): (0.086866/9.705634), epoch: (1/150), iteration: 439, loss: 0.457164, loss_ce: 0.042629, loss_dice: 0.871698, lr: 0.009920
[21:40:31.325] time(h): (0.087445/9.748283), epoch: (1/150), iteration: 440, loss: 0.454568, loss_ce: 0.021466, loss_dice: 0.887670, lr: 0.009919
[21:40:32.060] time(h): (0.089931/10.002504), epoch: (1/150), iteration: 441, loss: 0.499008, loss_ce: 0.285172, loss_dice: 0.712843, lr: 0.009919
[21:40:32.771] time(h): (0.087258/9.683268), epoch: (1/150), iteration: 442, loss: 0.434581, loss_ce: 0.168280, loss_dice: 0.700882, lr: 0.009919
[21:40:33.512] time(h): (0.091151/10.092463), epoch: (1/150), iteration: 443, loss: 0.471932, loss_ce: 0.087023, loss_dice: 0.856840, lr: 0.009919
[21:40:34.238] time(h): (0.089462/9.883165), epoch: (1/150), iteration: 444, loss: 0.413649, loss_ce: 0.047427, loss_dice: 0.779870, lr: 0.009919
[21:40:34.970] time(h): (0.090389/9.963132), epoch: (1/150), iteration: 445, loss: 0.473379, loss_ce: 0.178300, loss_dice: 0.768458, lr: 0.009918
[21:40:35.686] time(h): (0.088673/9.752061), epoch: (1/150), iteration: 446, loss: 0.500233, loss_ce: 0.280053, loss_dice: 0.720414, lr: 0.009918
[21:40:36.405] time(h): (0.089221/9.790373), epoch: (1/150), iteration: 447, loss: 0.451753, loss_ce: 0.187442, loss_dice: 0.716064, lr: 0.009918
[21:40:37.124] time(h): (0.089481/9.797020), epoch: (1/150), iteration: 448, loss: 0.455667, loss_ce: 0.145506, loss_dice: 0.765828, lr: 0.009918
[21:40:37.845] time(h): (0.089805/9.810549), epoch: (1/150), iteration: 449, loss: 0.449863, loss_ce: 0.158127, loss_dice: 0.741598, lr: 0.009918
[21:40:38.564] time(h): (0.089823/9.790737), epoch: (1/150), iteration: 450, loss: 0.476480, loss_ce: 0.186260, loss_dice: 0.766699, lr: 0.009918
[21:40:39.294] time(h): (0.091457/9.946695), epoch: (1/150), iteration: 451, loss: 0.469832, loss_ce: 0.064564, loss_dice: 0.875100, lr: 0.009917
[21:40:40.027] time(h): (0.091860/9.968444), epoch: (1/150), iteration: 452, loss: 0.420594, loss_ce: 0.076842, loss_dice: 0.764347, lr: 0.009917
[21:40:40.761] time(h): (0.092383/10.003053), epoch: (1/150), iteration: 453, loss: 0.474936, loss_ce: 0.127479, loss_dice: 0.822392, lr: 0.009917
[21:40:41.489] time(h): (0.091774/9.915244), epoch: (1/150), iteration: 454, loss: 0.459831, loss_ce: 0.068199, loss_dice: 0.851464, lr: 0.009917
[21:40:42.216] time(h): (0.091770/9.893063), epoch: (1/150), iteration: 455, loss: 0.479843, loss_ce: 0.198231, loss_dice: 0.761454, lr: 0.009917
[21:40:42.940] time(h): (0.091685/9.862177), epoch: (1/150), iteration: 456, loss: 0.452693, loss_ce: 0.027641, loss_dice: 0.877745, lr: 0.009916
[21:40:43.655] time(h): (0.090682/9.732950), epoch: (1/150), iteration: 457, loss: 0.518601, loss_ce: 0.282240, loss_dice: 0.754963, lr: 0.009916
[21:40:44.371] time(h): (0.091047/9.750758), epoch: (1/150), iteration: 458, loss: 0.473684, loss_ce: 0.180488, loss_dice: 0.766881, lr: 0.009916
[21:40:45.083] time(h): (0.090796/9.702675), epoch: (1/150), iteration: 459, loss: 0.445434, loss_ce: 0.015870, loss_dice: 0.874999, lr: 0.009916
[21:40:45.801] time(h): (0.091613/9.768703), epoch: (1/150), iteration: 460, loss: 0.452564, loss_ce: 0.027868, loss_dice: 0.877261, lr: 0.009916
[21:40:46.530] time(h): (0.093313/9.928439), epoch: (1/150), iteration: 461, loss: 0.422247, loss_ce: 0.092430, loss_dice: 0.752065, lr: 0.009916
[21:40:47.244] time(h): (0.091549/9.719612), epoch: (1/150), iteration: 462, loss: 0.450330, loss_ce: 0.020820, loss_dice: 0.879839, lr: 0.009915
[21:40:47.955] time(h): (0.091459/9.689155), epoch: (1/150), iteration: 463, loss: 0.464487, loss_ce: 0.050520, loss_dice: 0.878453, lr: 0.009915
[21:40:48.667] time(h): (0.091671/9.690675), epoch: (1/150), iteration: 464, loss: 0.421469, loss_ce: 0.076452, loss_dice: 0.766487, lr: 0.009915
[21:40:49.383] time(h): (0.092382/9.744830), epoch: (1/150), iteration: 465, loss: 0.438229, loss_ce: 0.072878, loss_dice: 0.803581, lr: 0.009915
[21:40:50.101] time(h): (0.092892/9.777574), epoch: (1/150), iteration: 466, loss: 0.453348, loss_ce: 0.158914, loss_dice: 0.747782, lr: 0.009915
[21:40:50.815] time(h): (0.092586/9.724527), epoch: (1/150), iteration: 467, loss: 0.451389, loss_ce: 0.068316, loss_dice: 0.834461, lr: 0.009914
[21:40:51.540] time(h): (0.094169/9.869668), epoch: (1/150), iteration: 468, loss: 0.470374, loss_ce: 0.183351, loss_dice: 0.757397, lr: 0.009914
[21:40:52.256] time(h): (0.093165/9.743605), epoch: (1/150), iteration: 469, loss: 0.457714, loss_ce: 0.066999, loss_dice: 0.848429, lr: 0.009914
[21:40:52.977] time(h): (0.094161/9.826779), epoch: (1/150), iteration: 470, loss: 0.459491, loss_ce: 0.147587, loss_dice: 0.771395, lr: 0.009914
[21:40:53.688] time(h): (0.092922/9.676966), epoch: (1/150), iteration: 471, loss: 0.449817, loss_ce: 0.010675, loss_dice: 0.888960, lr: 0.009914
[21:40:54.413] time(h): (0.094937/9.865786), epoch: (1/150), iteration: 472, loss: 0.437890, loss_ce: 0.149055, loss_dice: 0.726725, lr: 0.009914
[21:40:55.128] time(h): (0.093994/9.747156), epoch: (1/150), iteration: 473, loss: 0.468965, loss_ce: 0.206183, loss_dice: 0.731747, lr: 0.009913
[21:40:55.847] time(h): (0.094552/9.784315), epoch: (1/150), iteration: 474, loss: 0.444190, loss_ce: 0.131941, loss_dice: 0.756440, lr: 0.009913
[21:40:56.571] time(h): (0.095406/9.851970), epoch: (1/150), iteration: 475, loss: 0.444123, loss_ce: 0.137987, loss_dice: 0.750258, lr: 0.009913
